supplier,slug,name_en,name_fr,name_nl,contract_type,valid_from,valid_to
luminus,luminus_maxxflex_variable_2024_1,Luminus MaxxFlex,Luminus MaxxFlex,Luminus MaxxFlex,variable,2024-09-01,2026-09-01
